---TranskribusBaseLineEvaluationScheme--- 

Evaluation performed on 2019.09.30 at 08:58:38 
Evaluation performed for GT evaluation_output\gt_pages_simple.lst
Evaluation performed for HYPO evaluation_output\generated_pages_simple.lst
Number of pages: 1010

Loading protocol: 
   Everything loaded without errors.

1010 out of 1010 GT-HYPO pairs loaded without errors and used for evaluation.

Number of groundtruth lines: 88647
Number of hypothesis lines: 60505

Pagewise evaluation :
#P value, #R value, #F_1 value, #TruthFileName, #HypoFileName
    0.7420,     0.9848,     0.8464, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_615569.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_615569.xml
    0.8435,     0.9707,     0.9027, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_624680.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_624680.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_626732.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_626732.xml
    0.2273,     0.9987,     0.3703, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_636178.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_636178.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_647925.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_647925.xml
    0.8508,     0.9975,     0.9183, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_655527.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_655527.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_658811.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_658811.xml
    0.9624,     0.9472,     0.9548, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_66036.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_66036.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_717865.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_717865.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_718244.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_718244.xml
    0.7084,     0.9487,     0.8112, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_743987.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_743987.xml
    0.7406,     0.9989,     0.8506, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_744548.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_744548.xml
    0.8773,     0.9962,     0.9330, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_752208.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_752208.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_752923.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_752923.xml
    0.0000,     1.0000,     0.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_771155.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_771155.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_774675.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_774675.xml
    0.5987,     0.7803,     0.6775, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_791378.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_791378.xml
    0.6661,     0.9988,     0.7992, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_794641.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_794641.xml
    0.9225,     0.9985,     0.9590, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_800381.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_800381.xml
    0.5749,     0.9799,     0.7246, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_800951.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_800951.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_830614.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_830614.xml
    0.5866,     0.9844,     0.7351, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_845459.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_845459.xml
    0.9256,     0.9151,     0.9203, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_916426.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_916426.xml
    0.7330,     0.8925,     0.8049, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_931298.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_931298.xml
    0.1293,     0.9375,     0.2273, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_950722.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_950722.xml
    0.7834,     0.8072,     0.7951, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_955659.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_955659.xml
    0.9763,     0.9785,     0.9774, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_969647.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_969647.xml
    0.6096,     0.9863,     0.7535, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_971325.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_971325.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_975652.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_975652.xml
    0.7669,     0.9745,     0.8583, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_982567.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_982567.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_991393.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_991393.xml
    1.0000,     1.0000,     1.0000, ../../data/cbad-masks/complex/test/gt\unibas_IMG_MAX_994563.xml, ../../demo/baseline_extraction_output\unibas_IMG_MAX_994563.xml


#######Final Evaluation#######

Avg (over pages) P value: 0.7958
Avg (over pages) R value: 0.8672
Resulting F_1 value: 0.83


